,Team,Position,Name,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
1351,Boston Celtics,,Marcus Morris,Milwaukee Bucks,W,11/01/2018,24:21,6,11,.545,5,8,.625,0,0,,2,3,5,1,1,1,2,3,17,-8
1352,Boston Celtics,,Aron Baynes,Milwaukee Bucks,W,11/01/2018,15:34,1,5,.200,1,5,.200,2,4,.500,0,3,3,2,0,0,0,1,5,-4
1353,Boston Celtics,,Robert Williams,Milwaukee Bucks,W,11/01/2018,0:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
1354,New Orleans Pelicans,,Julius Randle,Portland Trail Blazers,L,11/01/2018,25:57,9,16,.563,0,2,.000,11,12,.917,1,5,6,3,1,0,3,5,29,-13
1355,New Orleans Pelicans,,Ian Clark,Portland Trail Blazers,L,11/01/2018,23:21,3,6,.500,2,5,.400,2,2,1.000,0,2,2,0,1,0,0,2,10,-1
1356,New Orleans Pelicans,,Cheick Diallo,Portland Trail Blazers,L,11/01/2018,19:54,1,5,.200,0,0,,3,4,.750,3,5,8,1,0,1,0,1,5,+4
1357,New Orleans Pelicans,,Frank Jackson,Portland Trail Blazers,L,11/01/2018,11:51,1,5,.200,0,3,.000,0,0,,0,2,2,0,0,0,0,1,2,+3
1358,New Orleans Pelicans,,Solomon Hill,Portland Trail Blazers,L,11/01/2018,9:33,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,1,0,0,-2
1359,New Orleans Pelicans,,Kenrich Williams,Portland Trail Blazers,L,11/01/2018,3:22,2,2,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,5,+4
1360,Portland Trail Blazers,,Evan Turner,New Orleans Pelicans,W,11/01/2018,26:57,5,11,.455,0,2,.000,4,4,1.000,0,8,8,7,1,0,2,1,14,+11
1361,Portland Trail Blazers,,Nik Stauskas,New Orleans Pelicans,W,11/01/2018,20:52,4,6,.667,2,3,.667,0,0,,0,0,0,3,1,0,0,1,10,-1
1362,Portland Trail Blazers,,Seth Curry,New Orleans Pelicans,W,11/01/2018,18:38,3,5,.600,3,4,.750,0,0,,0,2,2,2,0,0,0,3,9,+6
1363,Portland Trail Blazers,,Zach Collins,New Orleans Pelicans,W,11/01/2018,17:17,3,8,.375,2,4,.500,1,2,.500,1,0,1,1,0,1,0,4,9,+4
1364,Portland Trail Blazers,,Caleb Swanigan,New Orleans Pelicans,W,11/01/2018,14:49,2,6,.333,1,2,.500,1,2,.500,0,5,5,1,0,0,1,3,6,+2
1365,Portland Trail Blazers,,Anfernee Simons,New Orleans Pelicans,W,11/01/2018,1:51,1,2,.500,0,1,.000,0,0,,0,0,0,0,0,0,0,1,2,-2
1366,Portland Trail Blazers,,Wade Baldwin,New Orleans Pelicans,W,11/01/2018,1:51,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
1367,Los Angeles Clippers,,Montrezl Harrell,Orlando Magic,W,11/02/2018,25:29,4,8,.500,0,0,,2,4,.500,2,10,12,1,0,3,0,4,10,+21
1368,Los Angeles Clippers,,Shai Gilgeous-Alexander,Orlando Magic,W,11/02/2018,24:47,2,6,.333,0,2,.000,4,4,1.000,0,1,1,1,1,0,3,3,8,+22
1369,Los Angeles Clippers,,Mike Scott,Orlando Magic,W,11/02/2018,22:47,1,4,.250,1,4,.250,0,0,,0,5,5,4,1,0,0,1,3,+16
1370,Los Angeles Clippers,,Lou Williams,Orlando Magic,W,11/02/2018,20:50,7,13,.538,5,5,1.000,9,10,.900,0,3,3,3,1,0,2,1,28,+15
1371,Los Angeles Clippers,,Miloš Teodosić,Orlando Magic,W,11/02/2018,16:46,2,3,.667,1,2,.500,1,2,.500,1,3,4,3,0,0,1,3,6,+21
1372,Los Angeles Clippers,,Jerome Robinson,Orlando Magic,W,11/02/2018,5:31,1,4,.250,1,3,.333,0,0,,0,1,1,0,0,0,1,0,3,+1
1373,Los Angeles Clippers,,Tyrone Wallace,Orlando Magic,W,11/02/2018,4:46,2,3,.667,0,0,,1,1,1.000,0,1,1,0,0,0,0,1,5,+1
1374,Orlando Magic,,Wesley Iwundu,Los Angeles Clippers,L,11/02/2018,31:13,2,5,.400,0,0,,1,3,.333,0,4,4,1,0,0,2,4,5,-25
1375,Orlando Magic,,Jerian Grant,Los Angeles Clippers,L,11/02/2018,21:00,3,8,.375,0,3,.000,2,4,.500,0,1,1,4,2,0,2,5,8,-16
1376,Orlando Magic,,Mohamed Bamba,Los Angeles Clippers,L,11/02/2018,19:58,3,6,.500,0,3,.000,1,2,.500,2,3,5,3,0,0,0,0,7,-20
1377,Orlando Magic,,Terrence Ross,Los Angeles Clippers,L,11/02/2018,19:53,3,10,.300,1,4,.250,0,0,,0,2,2,2,1,1,0,4,7,-13
1378,Orlando Magic,,Jarell Martin,Los Angeles Clippers,L,11/02/2018,8:22,3,5,.600,0,0,,0,0,,0,1,1,0,0,0,0,2,6,-6
1379,Orlando Magic,,Khem Birch,Los Angeles Clippers,L,11/02/2018,5:31,1,1,1.000,0,0,,0,0,,0,4,4,0,0,0,0,0,2,-1
1380,Orlando Magic,,Melvin Frazier,Los Angeles Clippers,L,11/02/2018,5:31,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1
1381,Orlando Magic,,Isaiah Briscoe,Los Angeles Clippers,L,11/02/2018,5:31,0,3,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-1
1382,Houston Rockets,,Carmelo Anthony,Brooklyn Nets,W,11/02/2018,30:40,9,12,.750,6,9,.667,4,6,.667,0,4,4,0,0,1,1,5,28,+3
1383,Houston Rockets,,Gerald Green,Brooklyn Nets,W,11/02/2018,16:44,3,8,.375,1,5,.200,2,2,1.000,2,1,3,0,0,0,0,1,9,-9
1384,Houston Rockets,,Gary Clark,Brooklyn Nets,W,11/02/2018,9:03,0,2,.000,0,2,.000,0,0,,0,0,0,0,1,1,1,1,0,-7
1385,Houston Rockets,,Isaiah Hartenstein,Brooklyn Nets,W,11/02/2018,7:39,0,2,.000,0,0,,0,0,,0,1,1,0,0,2,1,0,0,+1
1386,Houston Rockets,,Michael Carter-Williams,Brooklyn Nets,W,11/02/2018,5:37,0,1,.000,0,0,,0,2,.000,0,0,0,1,1,0,0,2,0,-7
1387,Houston Rockets,,Marquese Chriss,Brooklyn Nets,W,11/02/2018,2:58,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-8
1388,Brooklyn Nets,,Spencer Dinwiddie,Houston Rockets,L,11/02/2018,27:36,5,13,.385,1,6,.167,1,2,.500,0,0,0,3,0,0,3,4,12,-1
1389,Brooklyn Nets,,Allen Crabbe,Houston Rockets,L,11/02/2018,25:35,2,7,.286,1,4,.250,0,0,,0,6,6,2,0,1,0,2,5,+9
1390,Brooklyn Nets,,Rondae Hollis-Jefferson,Houston Rockets,L,11/02/2018,19:06,2,5,.400,0,1,.000,1,3,.333,1,4,5,3,1,0,1,3,5,-2
1391,Brooklyn Nets,,Ed Davis,Houston Rockets,L,11/02/2018,16:44,3,3,1.000,0,0,,0,0,,3,2,5,2,1,1,1,4,6,+5
1392,Brooklyn Nets,,Shabazz Napier,Houston Rockets,L,11/02/2018,16:24,3,7,.429,3,4,.750,2,2,1.000,1,1,2,0,0,0,0,3,11,+9
1393,Indiana Pacers,,Cory Joseph,Chicago Bulls,W,11/02/2018,22:31,2,3,.667,0,0,,0,1,.000,0,4,4,2,0,0,0,0,4,-7
1394,Indiana Pacers,,Domantas Sabonis,Chicago Bulls,W,11/02/2018,21:23,1,4,.250,0,0,,7,8,.875,1,2,3,1,1,1,1,3,9,-4
1395,Indiana Pacers,,Tyreke Evans,Chicago Bulls,W,11/02/2018,17:49,5,11,.455,1,2,.500,2,2,1.000,0,2,2,2,1,0,2,1,13,-11
1396,Indiana Pacers,,Doug McDermott,Chicago Bulls,W,11/02/2018,14:29,2,4,.500,2,4,.500,0,0,,0,0,0,2,1,0,0,0,6,-4
1397,Indiana Pacers,,T.J. Leaf,Chicago Bulls,W,11/02/2018,6:06,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,0,2,-2
1398,Chicago Bulls,,Antonio Blakeney,Indiana Pacers,L,11/02/2018,25:32,9,13,.692,3,5,.600,1,1,1.000,0,3,3,0,0,0,1,0,22,+6
1399,Chicago Bulls,,Ryan Arcidiacono,Indiana Pacers,L,11/02/2018,22:21,1,3,.333,1,1,1.000,0,0,,0,2,2,6,0,0,0,0,3,-2
1400,Chicago Bulls,,Cristiano Felício,Indiana Pacers,L,11/02/2018,21:29,4,6,.667,0,0,,1,2,.500,2,7,9,2,0,1,2,2,9,-3
1401,Chicago Bulls,,Chandler Hutchison,Indiana Pacers,L,11/02/2018,16:40,3,5,.600,1,3,.333,0,0,,0,3,3,1,0,1,1,3,7,+3
1402,Chicago Bulls,,Robin Lopez,Indiana Pacers,L,11/02/2018,3:54,0,0,,0,0,,0,0,,2,0,2,1,0,2,0,0,0,-6
1403,Oklahoma City Thunder,,Dennis Schröder,Washington Wizards,W,11/02/2018,27:28,6,11,.545,2,3,.667,2,2,1.000,1,5,6,5,2,0,4,1,16,+14
1404,Oklahoma City Thunder,,Álex Abrines,Washington Wizards,W,11/02/2018,24:28,3,8,.375,2,7,.286,0,0,,0,1,1,2,0,2,0,3,8,+27
1405,Oklahoma City Thunder,,Hamidou Diallo,Washington Wizards,W,11/02/2018,18:43,2,5,.400,0,1,.000,3,4,.750,1,3,4,0,1,0,0,0,7,+8
1406,Oklahoma City Thunder,,Patrick Patterson,Washington Wizards,W,11/02/2018,17:47,2,8,.250,2,5,.400,2,2,1.000,3,2,5,1,0,1,0,2,8,+19
1407,Oklahoma City Thunder,,Nerlens Noel,Washington Wizards,W,11/02/2018,16:47,2,2,1.000,0,0,,5,6,.833,1,6,7,0,1,1,0,3,9,+7
1408,Oklahoma City Thunder,,Abdel Nader,Washington Wizards,W,11/02/2018,2:18,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-3
1409,Oklahoma City Thunder,,Timothé Luwawu-Cabarrot,Washington Wizards,W,11/02/2018,2:18,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-3
1410,Washington Wizards,,Kelly Oubre,Oklahoma City Thunder,L,11/02/2018,32:26,6,17,.353,0,6,.000,2,3,.667,1,3,4,0,0,2,2,3,14,-30
1411,Washington Wizards,,Austin Rivers,Oklahoma City Thunder,L,11/02/2018,21:17,0,3,.000,0,1,.000,0,0,,0,5,5,0,0,1,0,0,0,-14
1412,Washington Wizards,,Jeff Green,Oklahoma City Thunder,L,11/02/2018,15:11,0,3,.000,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,3,2,-16
1413,Washington Wizards,,Tomáš Satoranský,Oklahoma City Thunder,L,11/02/2018,14:06,1,4,.250,0,1,.000,0,0,,1,1,2,6,0,1,0,2,2,-7
1414,Washington Wizards,,Jason Smith,Oklahoma City Thunder,L,11/02/2018,9:38,2,4,.500,1,2,.500,0,0,,0,2,2,1,0,0,0,0,5,+5
1415,Washington Wizards,,Troy Brown,Oklahoma City Thunder,L,11/02/2018,9:34,3,4,.750,1,2,.500,0,0,,1,2,3,0,1,0,0,0,7,+5
1416,Washington Wizards,,Ian Mahinmi,Oklahoma City Thunder,L,11/02/2018,5:18,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,1,2,2,-12
1417,New York Knicks,,Allonzo Trier,Dallas Mavericks,W,11/02/2018,24:02,8,10,.800,1,3,.333,6,7,.857,1,1,2,1,0,0,3,2,23,+1
1418,New York Knicks,,Enes Kanter,Dallas Mavericks,W,11/02/2018,20:10,5,7,.714,0,0,,3,4,.750,0,5,5,2,0,2,1,0,13,+4
1419,New York Knicks,,Lance Thomas,Dallas Mavericks,W,11/02/2018,17:25,3,4,.750,0,1,.000,4,4,1.000,0,2,2,3,2,0,0,4,10,+11
1420,New York Knicks,,Emmanuel Mudiay,Dallas Mavericks,W,11/02/2018,15:58,3,5,.600,0,2,.000,0,0,,1,1,2,4,3,0,1,1,6,+5
1421,New York Knicks,,Mario Hezonja,Dallas Mavericks,W,11/02/2018,9:05,5,7,.714,1,2,.500,0,1,.000,0,1,1,0,0,0,0,1,11,-3
1422,New York Knicks,,Trey Burke,Dallas Mavericks,W,11/02/2018,6:50,1,3,.333,0,1,.000,0,0,,0,1,1,2,0,0,0,0,2,-6
1423,Dallas Mavericks,,Dorian Finney-Smith,New York Knicks,L,11/02/2018,27:15,8,10,.800,2,2,1.000,1,2,.500,5,2,7,2,2,0,1,5,19,-4
1424,Dallas Mavericks,,J.J. Barea,New York Knicks,L,11/02/2018,15:21,1,5,.200,0,1,.000,0,0,,0,2,2,6,0,0,2,0,2,-4
1425,Dallas Mavericks,,Dwight Powell,New York Knicks,L,11/02/2018,15:14,3,5,.600,2,3,.667,0,0,,0,2,2,0,1,1,0,4,8,-4
1426,Dallas Mavericks,,Maxi Kleber,New York Knicks,L,11/02/2018,13:14,4,7,.571,1,3,.333,0,0,,1,2,3,1,0,0,1,2,9,-5
1427,Dallas Mavericks,,Jalen Brunson,New York Knicks,L,11/02/2018,3:27,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,+5
1428,Memphis Grizzlies,,Shelvin Mack,Utah Jazz,W,11/02/2018,33:11,7,11,.636,4,6,.667,1,1,1.000,0,6,6,3,0,0,3,1,19,+12
1429,Memphis Grizzlies,,Wayne Selden,Utah Jazz,W,11/02/2018,15:28,2,3,.667,1,1,1.000,0,2,.000,0,0,0,1,0,0,0,4,5,+14
1430,Memphis Grizzlies,,Dillon Brooks,Utah Jazz,W,11/02/2018,15:01,3,6,.500,0,2,.000,0,0,,0,1,1,1,1,1,0,5,6,-2
1431,Memphis Grizzlies,,MarShon Brooks,Utah Jazz,W,11/02/2018,10:04,1,1,1.000,1,1,1.000,0,0,,0,1,1,1,0,0,0,0,3,+7
1432,Memphis Grizzlies,,Omri Casspi,Utah Jazz,W,11/02/2018,6:51,1,1,1.000,0,0,,2,4,.500,1,2,3,1,0,0,0,1,4,+7
1433,Memphis Grizzlies,,Ivan Rabb,Utah Jazz,W,11/02/2018,3:19,0,0,,0,0,,1,2,.500,0,2,2,0,0,0,0,1,1,-1
1434,Utah Jazz,,Jae Crowder,Memphis Grizzlies,L,11/02/2018,32:10,6,10,.600,4,7,.571,2,4,.500,1,5,6,1,0,1,0,2,18,-7
1435,Utah Jazz,,Royce O'Neale,Memphis Grizzlies,L,11/02/2018,21:02,2,6,.333,0,1,.000,1,2,.500,0,1,1,0,0,0,2,3,5,-6
1436,Utah Jazz,,Dante Exum,Memphis Grizzlies,L,11/02/2018,19:07,1,6,.167,0,2,.000,1,2,.500,0,0,0,4,0,0,1,4,3,-8
1437,Utah Jazz,,Georges Niang,Memphis Grizzlies,L,11/02/2018,12:02,1,3,.333,1,2,.500,0,0,,1,4,5,0,1,0,0,0,3,-9
1438,Toronto Raptors,,Serge Ibaka,Phoenix Suns,W,11/02/2018,22:40,6,12,.500,0,4,.000,2,4,.500,0,4,4,1,2,2,1,2,14,+11
1439,Toronto Raptors,,OG Anunoby,Phoenix Suns,W,11/02/2018,21:24,1,3,.333,0,2,.000,0,0,,0,1,1,0,0,0,0,3,2,+2
1440,Toronto Raptors,,Fred VanVleet,Phoenix Suns,W,11/02/2018,20:19,3,7,.429,2,4,.500,0,0,,0,3,3,6,2,1,2,2,8,+7
1441,Toronto Raptors,,C.J. Miles,Phoenix Suns,W,11/02/2018,15:37,3,7,.429,3,5,.600,0,0,,0,1,1,2,0,1,0,1,9,+4
1442,Toronto Raptors,,Norman Powell,Phoenix Suns,W,11/02/2018,13:57,3,6,.500,2,4,.500,0,1,.000,0,2,2,1,0,0,0,1,8,+11
1443,Toronto Raptors,,Delon Wright,Phoenix Suns,W,11/02/2018,6:42,0,0,,0,0,,2,2,1.000,0,2,2,0,0,0,0,2,2,-2
1444,Toronto Raptors,,Greg Monroe,Phoenix Suns,W,11/02/2018,0:55,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-5
1445,Phoenix Suns,,Ryan Anderson,Toronto Raptors,L,11/02/2018,25:21,1,5,.200,1,2,.500,2,4,.500,1,5,6,1,0,0,1,2,5,-13
1446,Phoenix Suns,,Elie Okobo,Toronto Raptors,L,11/02/2018,15:42,2,8,.250,0,3,.000,0,0,,0,1,1,2,0,0,2,2,4,-10
1447,Phoenix Suns,,Richaun Holmes,Toronto Raptors,L,11/02/2018,12:41,1,4,.250,0,0,,0,0,,1,4,5,0,0,1,1,2,2,-2
1448,Phoenix Suns,,Josh Jackson,Toronto Raptors,L,11/02/2018,11:35,5,8,.625,1,1,1.000,0,0,,0,3,3,1,0,0,1,1,11,-9
1449,Phoenix Suns,,Mikal Bridges,Toronto Raptors,L,11/02/2018,10:55,1,3,.333,0,1,.000,0,0,,0,1,1,0,1,0,0,1,2,+1
1450,Phoenix Suns,,Jamal Crawford,Toronto Raptors,L,11/02/2018,3:45,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+4
1451,Minnesota Timberwolves,,Josh Okogie,Golden State Warriors,L,11/02/2018,25:00,4,10,.400,1,2,.500,6,7,.857,0,5,5,1,1,0,2,0,15,-4
1452,Minnesota Timberwolves,,Anthony Tolliver,Golden State Warriors,L,11/02/2018,22:14,1,5,.200,1,5,.200,2,3,.667,0,1,1,3,1,1,0,4,5,-7
1453,Minnesota Timberwolves,,Gorgui Dieng,Golden State Warriors,L,11/02/2018,12:38,0,3,.000,0,1,.000,0,0,,1,6,7,1,0,1,0,2,0,-2
1454,Minnesota Timberwolves,,Derrick Rose,Golden State Warriors,L,11/02/2018,4:43,1,1,1.000,1,1,1.000,0,0,,0,0,0,2,0,0,0,0,3,+3
1455,Minnesota Timberwolves,,James Nunnally,Golden State Warriors,L,11/02/2018,3:19,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-6
1456,Golden State Warriors,,Alfonzo McKinnie,Minnesota Timberwolves,W,11/02/2018,27:22,3,4,.750,2,2,1.000,0,0,,3,5,8,0,0,0,0,5,8,+8
1457,Golden State Warriors,,Andre Iguodala,Minnesota Timberwolves,W,11/02/2018,19:50,1,6,.167,0,2,.000,0,2,.000,1,2,3,8,2,0,1,1,2,+10
1458,Golden State Warriors,,Kevon Looney,Minnesota Timberwolves,W,11/02/2018,15:28,0,1,.000,0,0,,1,2,.500,2,4,6,0,0,2,0,0,1,-3
1459,Golden State Warriors,,Jonas Jerebko,Minnesota Timberwolves,W,11/02/2018,13:59,2,7,.286,0,2,.000,3,3,1.000,2,2,4,1,0,0,1,0,7,-4
1460,Golden State Warriors,,Jordan Bell,Minnesota Timberwolves,W,11/02/2018,5:52,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,0,0,-3
1461,Detroit Pistons,,Ish Smith,Philadelphia 76ers,L,11/03/2018,28:44,3,10,.300,1,6,.167,1,2,.500,0,2,2,2,2,1,3,3,8,-8
1462,Detroit Pistons,,Jon Leuer,Philadelphia 76ers,L,11/03/2018,22:28,3,5,.600,0,1,.000,0,2,.000,2,5,7,0,1,0,0,2,6,-13
1463,Detroit Pistons,,Langston Galloway,Philadelphia 76ers,L,11/03/2018,20:10,4,8,.500,1,3,.333,4,4,1.000,0,0,0,0,0,0,1,1,13,-2
1464,Detroit Pistons,,Zaza Pachulia,Philadelphia 76ers,L,11/03/2018,15:44,3,4,.750,0,0,,3,4,.750,1,2,3,3,1,0,1,5,9,-1
1465,Detroit Pistons,,Glenn Robinson,Philadelphia 76ers,L,11/03/2018,13:38,1,2,.500,0,0,,2,2,1.000,0,3,3,0,0,0,0,2,4,+7
1466,Detroit Pistons,,José Calderón,Philadelphia 76ers,L,11/03/2018,12:42,1,4,.250,0,2,.000,0,0,,0,0,0,2,0,0,1,1,2,-11
1467,Philadelphia 76ers,,J.J. Redick,Detroit Pistons,W,11/03/2018,30:48,3,10,.300,2,6,.333,8,9,.889,0,1,1,4,0,0,2,0,16,-13
1468,Philadelphia 76ers,,Mike Muscala,Detroit Pistons,W,11/03/2018,25:47,3,10,.300,2,8,.250,6,6,1.000,1,3,4,0,1,0,3,4,14,+8
1469,Philadelphia 76ers,,Landry Shamet,Detroit Pistons,W,11/03/2018,19:25,4,7,.571,2,5,.400,1,1,1.000,0,1,1,1,0,0,1,0,11,+13
1470,Philadelphia 76ers,,Amir Johnson,Detroit Pistons,W,11/03/2018,14:12,1,3,.333,0,0,,4,4,1.000,1,2,3,3,1,0,1,3,6,+9
1471,Philadelphia 76ers,,Wilson Chandler,Detroit Pistons,W,11/03/2018,9:30,0,0,,0,0,,0,0,,0,4,4,1,1,0,0,4,0,0
1472,Cleveland Cavaliers,,J.R. Smith,Charlotte Hornets,L,11/03/2018,24:19,4,8,.500,4,6,.667,2,2,1.000,0,1,1,4,3,0,0,2,14,-25
1473,Cleveland Cavaliers,,Jordan Clarkson,Charlotte Hornets,L,11/03/2018,21:24,6,13,.462,1,4,.250,0,0,,0,0,0,0,3,1,0,1,13,-29
1474,Cleveland Cavaliers,,Collin Sexton,Charlotte Hornets,L,11/03/2018,19:18,1,5,.200,0,1,.000,2,2,1.000,0,1,1,2,1,0,1,4,4,-25
1475,Cleveland Cavaliers,,Larry Nance,Charlotte Hornets,L,11/03/2018,16:11,4,7,.571,0,0,,1,1,1.000,1,3,4,0,0,0,3,1,9,-18
1476,Cleveland Cavaliers,,Kyle Korver,Charlotte Hornets,L,11/03/2018,14:10,3,6,.500,3,5,.600,2,2,1.000,0,1,1,4,0,0,1,1,11,-5
1477,Cleveland Cavaliers,,David Nwaba,Charlotte Hornets,L,11/03/2018,5:24,0,1,.000,0,0,,3,4,.750,0,1,1,1,0,0,0,1,3,-1
1478,Cleveland Cavaliers,,Ante Žižić,Charlotte Hornets,L,11/03/2018,4:23,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,0,1,2,-3
1479,Charlotte Hornets,,Miles Bridges,Cleveland Cavaliers,W,11/03/2018,22:52,5,7,.714,2,4,.500,0,0,,1,2,3,0,1,0,1,3,12,+26
1480,Charlotte Hornets,,Malik Monk,Cleveland Cavaliers,W,11/03/2018,21:05,7,14,.500,2,6,.333,0,0,,0,1,1,5,0,0,2,3,16,+23
1481,Charlotte Hornets,,Willy Hernangómez,Cleveland Cavaliers,W,11/03/2018,20:00,4,4,1.000,0,0,,3,3,1.000,2,5,7,3,0,2,0,1,11,+25
1482,Charlotte Hornets,,Michael Kidd-Gilchrist,Cleveland Cavaliers,W,11/03/2018,18:26,5,7,.714,0,0,,0,0,,1,3,4,0,0,2,0,0,10,+28
1483,Charlotte Hornets,,Tony Parker,Cleveland Cavaliers,W,11/03/2018,18:06,5,10,.500,0,2,.000,2,3,.667,1,3,4,4,0,0,3,1,12,+23
1484,Charlotte Hornets,,Bismack Biyombo,Cleveland Cavaliers,W,11/03/2018,7:14,2,2,1.000,0,0,,0,0,,0,1,1,0,0,1,0,1,4,+3
1485,Charlotte Hornets,,Dwayne Bacon,Cleveland Cavaliers,W,11/03/2018,7:14,0,0,,0,0,,2,2,1.000,0,1,1,1,0,0,0,0,2,+3
1486,Charlotte Hornets,,Frank Kaminsky,Cleveland Cavaliers,W,11/03/2018,4:35,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,+1
1487,Boston Celtics,,Marcus Morris,Indiana Pacers,L,11/03/2018,32:30,9,13,.692,4,6,.667,1,1,1.000,2,4,6,1,1,1,2,3,23,-2
1488,Boston Celtics,,Marcus Smart,Indiana Pacers,L,11/03/2018,23:08,1,7,.143,1,4,.250,0,0,,0,0,0,9,3,0,2,4,3,+12
1489,Boston Celtics,,Aron Baynes,Indiana Pacers,L,11/03/2018,19:21,2,3,.667,2,3,.667,0,0,,0,1,1,0,0,0,0,4,6,+3
1490,Boston Celtics,,Terry Rozier,Indiana Pacers,L,11/03/2018,18:56,2,5,.400,2,4,.500,1,2,.500,0,6,6,3,0,0,1,0,7,-9
1491,Indiana Pacers,,Domantas Sabonis,Boston Celtics,W,11/03/2018,27:05,5,8,.625,0,0,,2,2,1.000,2,7,9,5,0,0,1,5,12,-2
1492,Indiana Pacers,,Cory Joseph,Boston Celtics,W,11/03/2018,25:00,0,5,.000,0,2,.000,1,2,.500,0,1,1,2,0,0,0,2,1,-4
1493,Indiana Pacers,,Tyreke Evans,Boston Celtics,W,11/03/2018,21:49,6,12,.500,3,6,.500,2,2,1.000,0,0,0,3,1,1,2,1,17,-3
1494,Indiana Pacers,,T.J. Leaf,Boston Celtics,W,11/03/2018,11:29,3,5,.600,1,1,1.000,0,0,,1,2,3,0,0,0,0,1,7,+4
1495,Indiana Pacers,,Doug McDermott,Boston Celtics,W,11/03/2018,11:26,0,2,.000,0,1,.000,0,0,,0,2,2,0,1,0,0,1,0,+4
1496,Miami Heat,,Bam Adebayo,Atlanta Hawks,L,11/03/2018,30:38,1,2,.500,0,0,,0,0,,3,4,7,2,1,2,2,4,2,+11
1497,Miami Heat,,Dwyane Wade,Atlanta Hawks,L,11/03/2018,26:26,7,13,.538,2,6,.333,3,6,.500,0,4,4,3,1,0,4,1,19,-3
1498,Miami Heat,,Tyler Johnson,Atlanta Hawks,L,11/03/2018,24:16,6,11,.545,2,5,.400,3,4,.750,0,4,4,4,0,0,2,3,17,+2
1499,Miami Heat,,Derrick Jones,Atlanta Hawks,L,11/03/2018,12:09,0,2,.000,0,0,,2,2,1.000,0,1,1,0,0,0,1,0,2,-3
1500,Miami Heat,,Wayne Ellington,Atlanta Hawks,L,11/03/2018,8:00,2,4,.500,1,3,.333,0,0,,0,1,1,1,0,0,0,0,5,-3
1501,Atlanta Hawks,,Kevin Huerter,Miami Heat,W,11/03/2018,29:21,5,9,.556,2,5,.400,0,0,,0,1,1,3,1,0,1,3,12,+1
1502,Atlanta Hawks,,DeAndre' Bembry,Miami Heat,W,11/03/2018,23:13,2,8,.250,0,2,.000,2,2,1.000,1,3,4,3,3,0,3,1,6,0
1503,Atlanta Hawks,,Dewayne Dedmon,Miami Heat,W,11/03/2018,22:34,7,13,.538,1,2,.500,0,0,,1,6,7,0,0,2,0,3,15,-4
1504,Atlanta Hawks,,Vince Carter,Miami Heat,W,11/03/2018,18:41,5,7,.714,1,2,.500,1,2,.500,1,1,2,2,1,0,0,1,12,+8
1505,Atlanta Hawks,,Jeremy Lin,Miami Heat,W,11/03/2018,16:11,1,3,.333,0,0,,4,4,1.000,0,0,0,4,1,0,0,1,6,-1
1506,Atlanta Hawks,,Alex Poythress,Miami Heat,W,11/03/2018,9:45,2,3,.667,1,1,1.000,0,0,,1,2,3,1,0,0,0,2,5,-7
1507,Houston Rockets,,Carmelo Anthony,Chicago Bulls,W,11/03/2018,32:10,8,14,.571,1,7,.143,0,1,.000,0,7,7,0,0,0,0,3,17,+7
1508,Houston Rockets,,Gary Clark,Chicago Bulls,W,11/03/2018,21:09,2,6,.333,2,6,.333,0,0,,0,7,7,1,1,1,0,1,6,+9
1509,Houston Rockets,,Gerald Green,Chicago Bulls,W,11/03/2018,19:05,3,9,.333,0,5,.000,0,0,,1,3,4,1,0,0,1,1,6,+10
1510,Houston Rockets,,Isaiah Hartenstein,Chicago Bulls,W,11/03/2018,12:47,1,1,1.000,0,0,,0,0,,1,1,2,1,0,1,1,3,2,+7
1511,Chicago Bulls,,Chandler Hutchison,Houston Rockets,L,11/03/2018,27:27,5,8,.625,0,0,,2,2,1.000,1,3,4,2,2,0,1,3,12,-5
1512,Chicago Bulls,,Ryan Arcidiacono,Houston Rockets,L,11/03/2018,17:34,1,3,.333,1,2,.500,0,0,,0,1,1,3,2,0,1,2,3,+4
