,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Team,Opponent,Win/Loss,Date,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GameType
416,416,416,416,New York Knicks,Oklahoma City Thunder,L,11/14/2018,240,39,88,0.44299999999999995,7,26,0.26899999999999996,18,23,0.7829999999999999,9,27,36,18,8,8,18,17,103,-25,regular season
417,417,417,417,Oklahoma City Thunder,New York Knicks,W,11/14/2018,240,51,95,0.537,16,33,0.485,10,12,0.833,13,34,47,32,11,7,16,21,128,25,regular season
418,418,418,418,Utah Jazz,Dallas Mavericks,L,11/14/2018,240,25,81,0.309,6,35,0.171,12,19,0.632,8,25,33,16,11,3,21,21,68,-50,regular season
419,419,419,419,Dallas Mavericks,Utah Jazz,W,11/14/2018,240,45,77,0.584,12,28,0.429,16,24,0.667,7,44,51,24,12,6,19,19,118,50,regular season
420,420,420,420,San Antonio Spurs,Phoenix Suns,L,11/14/2018,240,35,83,0.42200000000000004,7,23,0.304,19,24,0.792,13,30,43,16,7,4,18,12,96,-20,regular season
421,421,421,421,Phoenix Suns,San Antonio Spurs,W,11/14/2018,240,47,84,0.56,15,31,0.484,7,8,0.875,5,33,38,27,9,4,16,23,116,20,regular season
422,422,422,422,Portland Trail Blazers,Los Angeles Lakers,L,11/14/2018,240,41,93,0.441,14,33,0.424,21,23,0.9129999999999999,11,36,47,24,8,10,14,21,117,-9,regular season
423,423,423,423,Los Angeles Lakers,Portland Trail Blazers,W,11/14/2018,240,44,93,0.473,15,32,0.469,23,26,0.885,11,37,48,25,11,6,13,18,126,9,regular season
424,424,424,424,Golden State Warriors,Houston Rockets,L,11/15/2018,240,32,76,0.42100000000000004,4,18,0.222,18,22,0.818,12,32,44,18,2,5,16,24,86,-21,regular season
425,425,425,425,Houston Rockets,Golden State Warriors,W,11/15/2018,240,35,87,0.402,16,47,0.34,21,26,0.8079999999999999,14,27,41,20,8,4,5,21,107,21,regular season
426,426,426,426,Atlanta Hawks,Denver Nuggets,L,11/15/2018,240,32,92,0.348,9,42,0.214,20,27,0.741,15,28,43,20,7,5,19,22,93,-45,regular season
427,427,427,427,Denver Nuggets,Atlanta Hawks,W,11/15/2018,240,53,94,0.564,13,31,0.419,19,25,0.76,11,45,56,34,12,6,15,24,138,45,regular season
428,428,428,428,San Antonio Spurs,Los Angeles Clippers,L,11/15/2018,240,41,102,0.402,9,29,0.31,20,25,0.8,15,30,45,19,7,6,5,24,111,-5,regular season
429,429,429,429,Los Angeles Clippers,San Antonio Spurs,W,11/15/2018,240,40,85,0.47100000000000003,8,23,0.348,28,35,0.8,9,41,50,23,2,3,12,25,116,5,regular season
430,430,430,430,Toronto Raptors,Boston Celtics,L,11/16/2018,265,42,97,0.433,8,29,0.276,24,29,0.828,11,32,43,20,12,4,13,23,116,-7,regular season
431,431,431,431,Boston Celtics,Toronto Raptors,W,11/16/2018,265,47,89,0.528,9,26,0.34600000000000003,20,24,0.833,9,37,46,25,9,6,18,23,123,7,regular season
432,432,432,432,Miami Heat,Indiana Pacers,L,11/16/2018,240,35,93,0.376,14,36,0.389,7,10,0.7,13,38,51,21,10,5,16,16,91,-8,regular season
433,433,433,433,Indiana Pacers,Miami Heat,W,11/16/2018,240,36,81,0.444,14,27,0.519,13,15,0.867,4,43,47,22,10,6,19,14,99,8,regular season
434,434,434,434,Utah Jazz,Philadelphia 76ers,L,11/16/2018,240,41,88,0.466,4,22,0.182,21,37,0.568,10,29,39,15,10,4,13,25,107,-6,regular season
435,435,435,435,Philadelphia 76ers,Utah Jazz,W,11/16/2018,240,41,81,0.506,11,23,0.478,20,32,0.625,10,31,41,25,7,5,17,27,113,6,regular season
436,436,436,436,Brooklyn Nets,Washington Wizards,W,11/16/2018,240,38,90,0.42200000000000004,9,33,0.273,30,38,0.789,13,34,47,19,8,3,11,24,115,11,regular season
437,437,437,437,Washington Wizards,Brooklyn Nets,L,11/16/2018,240,37,87,0.425,3,18,0.16699999999999998,27,34,0.794,12,35,47,18,5,4,13,23,104,-11,regular season
438,438,438,438,Sacramento Kings,Memphis Grizzlies,L,11/16/2018,240,37,80,0.46299999999999997,12,33,0.364,18,24,0.75,9,33,42,23,9,2,21,24,104,-8,regular season
439,439,439,439,Memphis Grizzlies,Sacramento Kings,W,11/16/2018,240,43,85,0.506,11,25,0.44,15,24,0.625,9,31,40,24,11,5,13,23,112,8,regular season
440,440,440,440,Portland Trail Blazers,Minnesota Timberwolves,L,11/16/2018,240,37,88,0.42,8,29,0.276,14,20,0.7,11,37,48,16,6,1,18,14,96,-16,regular season
441,441,441,441,Minnesota Timberwolves,Portland Trail Blazers,W,11/16/2018,240,46,92,0.5,12,28,0.429,8,11,0.727,9,34,43,28,11,4,12,16,112,16,regular season
442,442,442,442,New York Knicks,New Orleans Pelicans,L,11/16/2018,240,48,98,0.49,11,34,0.324,17,24,0.708,12,32,44,15,10,6,13,31,124,-5,regular season
443,443,443,443,New Orleans Pelicans,New York Knicks,W,11/16/2018,240,48,99,0.485,10,34,0.294,23,32,0.7190000000000001,11,43,54,27,5,5,15,25,129,5,regular season
444,444,444,444,Chicago Bulls,Milwaukee Bucks,L,11/16/2018,240,41,94,0.436,13,33,0.39399999999999996,9,13,0.6920000000000001,4,32,36,22,8,3,12,15,104,-19,regular season
445,445,445,445,Milwaukee Bucks,Chicago Bulls,W,11/16/2018,240,47,93,0.505,18,43,0.419,11,17,0.647,11,44,55,28,8,8,16,14,123,19,regular season
446,446,446,446,Los Angeles Clippers,Brooklyn Nets,W,11/17/2018,240,48,95,0.505,11,23,0.478,20,24,0.833,9,29,38,23,4,1,8,25,127,8,regular season
447,447,447,447,Brooklyn Nets,Los Angeles Clippers,L,11/17/2018,240,40,88,0.455,13,28,0.46399999999999997,26,34,0.765,15,32,47,25,4,5,11,22,119,-8,regular season
448,448,448,448,Philadelphia 76ers,Charlotte Hornets,W,11/17/2018,265,39,93,0.419,11,35,0.314,33,38,0.868,9,44,53,23,9,6,19,24,122,3,regular season
449,449,449,449,Charlotte Hornets,Philadelphia 76ers,L,11/17/2018,265,42,99,0.424,10,31,0.32299999999999995,25,27,0.9259999999999999,9,40,49,23,10,3,17,29,119,-3,regular season
450,450,450,450,Atlanta Hawks,Indiana Pacers,L,11/17/2018,240,31,87,0.35600000000000004,8,29,0.276,19,27,0.7040000000000001,5,36,41,20,15,6,18,24,89,-8,regular season
451,451,451,451,Indiana Pacers,Atlanta Hawks,W,11/17/2018,240,35,87,0.402,12,30,0.4,15,21,0.7140000000000001,10,43,53,25,11,6,22,26,97,8,regular season
452,452,452,452,Denver Nuggets,New Orleans Pelicans,L,11/17/2018,240,46,95,0.484,15,39,0.385,8,13,0.615,10,33,43,30,5,6,13,23,115,-10,regular season
453,453,453,453,New Orleans Pelicans,Denver Nuggets,W,11/17/2018,240,42,87,0.483,10,25,0.4,31,34,0.912,10,36,46,29,6,8,11,18,125,10,regular season
454,454,454,454,Los Angeles Lakers,Orlando Magic,L,11/17/2018,240,43,90,0.478,10,30,0.33299999999999996,21,25,0.84,8,33,41,22,5,6,14,20,117,-13,regular season
455,455,455,455,Orlando Magic,Los Angeles Lakers,W,11/17/2018,240,50,93,0.5379999999999999,11,32,0.344,19,23,0.826,11,30,41,28,5,8,13,23,130,13,regular season
456,456,456,456,Utah Jazz,Boston Celtics,W,11/17/2018,240,35,78,0.449,11,38,0.289,17,27,0.63,7,39,46,23,11,4,14,23,98,12,regular season
457,457,457,457,Boston Celtics,Utah Jazz,L,11/17/2018,240,35,91,0.385,5,33,0.152,11,20,0.55,17,34,51,16,11,4,14,22,86,-12,regular season
458,458,458,458,Toronto Raptors,Chicago Bulls,W,11/17/2018,240,48,89,0.539,14,35,0.4,12,13,0.9229999999999999,8,46,54,31,14,10,23,24,122,39,regular season
459,459,459,459,Chicago Bulls,Toronto Raptors,L,11/17/2018,240,30,86,0.349,8,27,0.29600000000000004,15,21,0.7140000000000001,7,27,34,21,13,3,22,19,83,-39,regular season
460,460,460,460,Sacramento Kings,Houston Rockets,L,11/17/2018,240,46,102,0.451,11,35,0.314,9,12,0.75,13,26,39,23,10,3,14,21,112,-20,regular season
461,461,461,461,Houston Rockets,Sacramento Kings,W,11/17/2018,240,46,81,0.568,20,47,0.426,20,24,0.833,6,35,41,27,9,10,22,20,132,20,regular season
462,462,462,462,Golden State Warriors,Dallas Mavericks,L,11/17/2018,240,42,94,0.447,9,33,0.273,16,17,0.941,12,35,47,24,6,6,12,27,109,-3,regular season
463,463,463,463,Dallas Mavericks,Golden State Warriors,W,11/17/2018,240,40,86,0.465,10,34,0.294,22,34,0.647,8,38,46,18,6,5,10,18,112,3,regular season
464,464,464,464,Oklahoma City Thunder,Phoenix Suns,W,11/17/2018,240,38,85,0.447,7,24,0.292,27,32,0.8440000000000001,14,38,52,17,9,7,18,20,110,10,regular season
465,465,465,465,Phoenix Suns,Oklahoma City Thunder,L,11/17/2018,240,37,82,0.451,12,29,0.414,14,21,0.667,4,27,31,25,14,6,14,28,100,-10,regular season
466,466,466,466,Memphis Grizzlies,Minnesota Timberwolves,W,11/18/2018,240,35,82,0.4270000000000001,12,28,0.429,18,25,0.72,10,33,43,26,11,9,12,20,100,13,regular season
467,467,467,467,Minnesota Timberwolves,Memphis Grizzlies,L,11/18/2018,240,31,80,0.38799999999999996,12,29,0.414,13,16,0.813,10,39,49,20,8,3,20,20,87,-13,regular season
468,468,468,468,Los Angeles Lakers,Miami Heat,W,11/18/2018,240,42,95,0.442,11,27,0.40700000000000003,18,21,0.857,14,36,50,16,7,5,9,19,113,16,regular season
469,469,469,469,Miami Heat,Los Angeles Lakers,L,11/18/2018,240,35,87,0.402,13,32,0.406,14,19,0.737,12,36,48,20,3,5,12,21,97,-16,regular season
470,470,470,470,New York Knicks,Orlando Magic,L,11/18/2018,240,40,87,0.46,8,24,0.33299999999999996,29,35,0.8290000000000001,17,25,42,12,7,2,14,26,117,-14,regular season
471,471,471,471,Orlando Magic,New York Knicks,W,11/18/2018,240,48,84,0.5710000000000001,13,32,0.406,22,26,0.846,7,28,35,35,5,6,15,26,131,14,regular season
472,472,472,472,Portland Trail Blazers,Washington Wizards,W,11/18/2018,240,39,86,0.45299999999999996,11,30,0.3670000000000001,30,35,0.857,9,43,52,26,4,3,15,25,119,10,regular season
473,473,473,473,Washington Wizards,Portland Trail Blazers,L,11/18/2018,240,43,96,0.44799999999999995,13,32,0.406,10,21,0.47600000000000003,9,34,43,28,4,9,11,30,109,-10,regular season
474,474,474,474,Golden State Warriors,San Antonio Spurs,L,11/18/2018,240,35,86,0.40700000000000003,5,26,0.192,17,21,0.81,10,36,46,20,6,4,11,17,92,-12,regular season
475,475,475,475,San Antonio Spurs,Golden State Warriors,W,11/18/2018,240,41,92,0.446,10,24,0.41700000000000004,12,17,0.706,11,37,48,24,3,5,10,18,104,12,regular season
476,476,476,476,Boston Celtics,Charlotte Hornets,L,11/19/2018,240,45,89,0.506,9,32,0.281,13,18,0.722,8,33,41,31,9,6,12,22,112,-5,regular season
477,477,477,477,Charlotte Hornets,Boston Celtics,W,11/19/2018,240,43,89,0.483,15,41,0.366,16,22,0.727,8,36,44,18,5,3,13,16,117,5,regular season
478,478,478,478,Cleveland Cavaliers,Detroit Pistons,L,11/19/2018,240,35,79,0.44299999999999995,8,21,0.381,24,34,0.706,11,25,36,16,8,3,9,22,102,-11,regular season
479,479,479,479,Detroit Pistons,Cleveland Cavaliers,W,11/19/2018,240,41,89,0.461,13,38,0.342,18,19,0.9470000000000001,13,37,50,26,5,4,10,27,113,11,regular season
480,480,480,480,Utah Jazz,Indiana Pacers,L,11/19/2018,240,36,74,0.486,11,25,0.44,11,16,0.688,3,33,36,26,6,10,18,18,94,-27,regular season
481,481,481,481,Indiana Pacers,Utah Jazz,W,11/19/2018,240,49,93,0.527,12,25,0.48,11,17,0.647,11,33,44,35,13,3,9,17,121,27,regular season
482,482,482,482,Phoenix Suns,Philadelphia 76ers,L,11/19/2018,240,44,87,0.506,13,33,0.39399999999999996,13,24,0.542,5,26,31,25,9,4,13,34,114,-5,regular season
483,483,483,483,Philadelphia 76ers,Phoenix Suns,W,11/19/2018,240,41,84,0.488,6,22,0.273,31,42,0.738,13,40,53,24,8,1,19,27,119,5,regular season
484,484,484,484,Los Angeles Clippers,Atlanta Hawks,W,11/19/2018,240,40,93,0.43,10,33,0.303,37,47,0.787,15,37,52,24,9,8,15,22,127,8,regular season
485,485,485,485,Atlanta Hawks,Los Angeles Clippers,L,11/19/2018,240,45,101,0.446,12,38,0.316,17,19,0.895,16,35,51,29,6,6,14,38,119,-8,regular season
486,486,486,486,Dallas Mavericks,Memphis Grizzlies,L,11/19/2018,240,30,88,0.341,10,32,0.313,18,21,0.857,7,36,43,17,8,4,9,19,88,-10,regular season
487,487,487,487,Memphis Grizzlies,Dallas Mavericks,W,11/19/2018,240,37,79,0.46799999999999997,12,30,0.4,12,14,0.857,5,40,45,29,8,11,15,21,98,10,regular season
488,488,488,488,Denver Nuggets,Milwaukee Bucks,L,11/19/2018,240,40,94,0.426,12,41,0.293,6,9,0.667,13,30,43,30,6,4,17,20,98,-6,regular season
489,489,489,489,Milwaukee Bucks,Denver Nuggets,W,11/19/2018,240,40,88,0.455,11,36,0.306,13,22,0.591,13,38,51,21,8,3,15,16,104,6,regular season
490,490,490,490,San Antonio Spurs,New Orleans Pelicans,L,11/19/2018,240,45,94,0.479,12,24,0.5,24,30,0.8,18,26,44,22,7,0,15,20,126,-14,regular season
491,491,491,491,New Orleans Pelicans,San Antonio Spurs,W,11/19/2018,240,59,102,0.578,10,26,0.385,12,14,0.857,14,28,42,34,10,5,10,23,140,14,regular season
492,492,492,492,Oklahoma City Thunder,Sacramento Kings,L,11/19/2018,240,45,108,0.41700000000000004,12,41,0.293,11,16,0.688,13,40,53,22,8,3,13,22,113,-4,regular season
493,493,493,493,Sacramento Kings,Oklahoma City Thunder,W,11/19/2018,240,45,102,0.441,16,38,0.42100000000000004,11,17,0.647,14,45,59,29,7,4,15,18,117,4,regular season
494,494,494,494,Toronto Raptors,Orlando Magic,W,11/20/2018,240,39,87,0.44799999999999995,9,34,0.265,6,8,0.75,6,37,43,23,7,5,16,19,93,2,regular season
495,495,495,495,Orlando Magic,Toronto Raptors,L,11/20/2018,240,34,84,0.405,8,30,0.267,15,19,0.789,11,38,49,24,5,4,14,11,91,-2,regular season
496,496,496,496,Los Angeles Clippers,Washington Wizards,L,11/20/2018,240,46,89,0.517,11,27,0.40700000000000003,15,18,0.833,7,37,44,20,6,4,17,28,118,-7,regular season
497,497,497,497,Washington Wizards,Los Angeles Clippers,W,11/20/2018,240,40,93,0.43,13,39,0.33299999999999996,32,39,0.821,11,33,44,27,11,8,7,20,125,7,regular season
498,498,498,498,Brooklyn Nets,Miami Heat,W,11/20/2018,240,38,88,0.4320000000000001,8,31,0.258,20,26,0.769,13,40,53,17,6,4,11,21,104,12,regular season
499,499,499,499,Miami Heat,Brooklyn Nets,L,11/20/2018,240,36,100,0.36,7,32,0.21899999999999997,13,20,0.65,18,34,52,18,5,6,14,24,92,-12,regular season
500,500,500,500,Portland Trail Blazers,New York Knicks,W,11/20/2018,240,45,95,0.474,16,35,0.457,12,17,0.706,14,29,43,25,8,4,11,19,118,4,regular season
501,501,501,501,New York Knicks,Portland Trail Blazers,L,11/20/2018,240,42,83,0.506,13,29,0.44799999999999995,17,22,0.773,10,32,42,22,8,5,15,15,114,-4,regular season
502,502,502,502,Indiana Pacers,Charlotte Hornets,L,11/21/2018,240,41,84,0.488,11,33,0.33299999999999996,16,17,0.941,10,27,37,26,5,7,14,19,109,-18,regular season
503,503,503,503,Charlotte Hornets,Indiana Pacers,W,11/21/2018,240,45,80,0.563,18,29,0.621,19,22,0.8640000000000001,6,30,36,30,7,3,12,15,127,18,regular season
504,504,504,504,New Orleans Pelicans,Philadelphia 76ers,L,11/21/2018,240,42,98,0.429,11,30,0.3670000000000001,25,33,0.758,20,34,54,24,8,8,15,21,120,-1,regular season
505,505,505,505,Philadelphia 76ers,New Orleans Pelicans,W,11/21/2018,240,44,98,0.449,10,29,0.345,23,26,0.885,11,36,47,27,7,7,16,26,121,1,regular season
506,506,506,506,Toronto Raptors,Atlanta Hawks,W,11/21/2018,240,48,90,0.5329999999999999,11,29,0.379,17,23,0.7390000000000001,14,41,55,33,6,1,17,21,124,16,regular season
507,507,507,507,Atlanta Hawks,Toronto Raptors,L,11/21/2018,240,42,93,0.452,10,36,0.278,14,18,0.778,9,25,34,24,10,7,9,21,108,-16,regular season
508,508,508,508,New York Knicks,Boston Celtics,W,11/21/2018,240,44,89,0.494,15,30,0.5,14,17,0.8240000000000001,9,40,49,25,3,11,17,24,117,8,regular season
509,509,509,509,Boston Celtics,New York Knicks,L,11/21/2018,240,38,97,0.392,10,33,0.303,23,32,0.7190000000000001,15,35,50,30,10,9,8,16,109,-8,regular season
510,510,510,510,Phoenix Suns,Chicago Bulls,L,11/21/2018,240,48,98,0.49,10,34,0.294,10,10,1.0,6,30,36,28,9,5,13,20,116,-8,regular season
511,511,511,511,Chicago Bulls,Phoenix Suns,W,11/21/2018,240,46,81,0.568,11,25,0.44,21,24,0.875,4,35,39,28,8,2,17,19,124,8,regular season
512,512,512,512,Los Angeles Lakers,Cleveland Cavaliers,W,11/21/2018,240,40,78,0.513,9,25,0.36,20,28,0.7140000000000001,7,44,51,23,2,9,15,20,109,4,regular season
513,513,513,513,Cleveland Cavaliers,Los Angeles Lakers,L,11/21/2018,240,39,102,0.382,13,34,0.382,14,15,0.9329999999999999,15,31,46,18,3,2,3,22,105,-4,regular season
514,514,514,514,Detroit Pistons,Houston Rockets,L,11/21/2018,240,40,85,0.47100000000000003,16,34,0.47100000000000003,28,37,0.757,15,22,37,20,8,1,16,26,124,-2,regular season
515,515,515,515,Houston Rockets,Detroit Pistons,W,11/21/2018,240,40,72,0.556,13,33,0.39399999999999996,33,36,0.917,5,31,36,18,8,7,15,25,126,2,regular season
516,516,516,516,Portland Trail Blazers,Milwaukee Bucks,L,11/21/2018,240,34,93,0.366,9,41,0.22,23,28,0.821,10,30,40,13,8,6,17,20,100,-43,regular season
517,517,517,517,Milwaukee Bucks,Portland Trail Blazers,W,11/21/2018,240,57,108,0.528,15,45,0.33299999999999996,14,17,0.8240000000000001,13,46,59,34,8,2,14,23,143,43,regular season
518,518,518,518,Denver Nuggets,Minnesota Timberwolves,W,11/21/2018,240,42,89,0.47200000000000003,14,35,0.4,5,6,0.833,9,31,40,29,12,4,13,22,103,2,regular season
519,519,519,519,Minnesota Timberwolves,Denver Nuggets,L,11/21/2018,240,35,79,0.44299999999999995,9,32,0.281,22,26,0.846,8,32,40,24,8,3,17,15,101,-2,regular season
520,520,520,520,Brooklyn Nets,Dallas Mavericks,L,11/21/2018,240,42,94,0.447,14,42,0.33299999999999996,15,21,0.7140000000000001,16,26,42,23,8,2,14,31,113,-6,regular season
521,521,521,521,Dallas Mavericks,Brooklyn Nets,W,11/21/2018,240,38,78,0.48700000000000004,11,27,0.40700000000000003,32,41,0.78,8,37,45,21,10,3,13,20,119,6,regular season
522,522,522,522,Memphis Grizzlies,San Antonio Spurs,W,11/21/2018,240,39,81,0.48100000000000004,8,25,0.32,18,21,0.857,4,36,40,21,4,7,9,25,104,1,regular season
523,523,523,523,San Antonio Spurs,Memphis Grizzlies,L,11/21/2018,240,35,82,0.4270000000000001,7,22,0.318,26,30,0.867,10,33,43,21,4,5,8,20,103,-1,regular season
524,524,524,524,Sacramento Kings,Utah Jazz,W,11/21/2018,240,47,89,0.528,11,25,0.44,14,19,0.737,8,40,48,27,5,4,11,30,119,9,regular season
525,525,525,525,Utah Jazz,Sacramento Kings,L,11/21/2018,240,38,88,0.4320000000000001,12,39,0.308,22,31,0.71,12,34,46,21,7,7,10,21,110,-9,regular season
526,526,526,526,Oklahoma City Thunder,Golden State Warriors,W,11/21/2018,240,51,106,0.48100000000000004,13,35,0.371,8,15,0.5329999999999999,18,43,61,29,10,5,10,23,123,28,regular season
527,527,527,527,Golden State Warriors,Oklahoma City Thunder,L,11/21/2018,240,36,83,0.434,7,29,0.24100000000000002,16,24,0.667,7,35,42,24,7,10,17,18,95,-28,regular season
528,528,528,528,Minnesota Timberwolves,Brooklyn Nets,W,11/23/2018,240,44,92,0.478,9,25,0.36,15,17,0.882,9,29,38,25,15,4,7,20,112,10,regular season
529,529,529,529,Brooklyn Nets,Minnesota Timberwolves,L,11/23/2018,240,33,79,0.418,14,45,0.311,22,26,0.846,9,37,46,26,2,4,18,22,102,-10,regular season
530,530,530,530,Memphis Grizzlies,Los Angeles Clippers,L,11/23/2018,265,42,92,0.457,9,27,0.33299999999999996,14,18,0.778,6,41,47,29,6,7,16,29,107,-5,regular season
531,531,531,531,Los Angeles Clippers,Memphis Grizzlies,W,11/23/2018,265,40,94,0.426,8,23,0.348,24,27,0.889,8,40,48,26,6,5,11,23,112,5,regular season
532,532,532,532,Houston Rockets,Detroit Pistons,L,11/23/2018,265,41,98,0.418,10,36,0.278,19,21,0.905,17,27,44,22,6,7,14,26,111,-5,regular season
533,533,533,533,Detroit Pistons,Houston Rockets,W,11/23/2018,265,40,88,0.455,7,27,0.259,29,40,0.725,14,35,49,18,11,5,13,18,116,5,regular season
534,534,534,534,Boston Celtics,Atlanta Hawks,W,11/23/2018,240,42,91,0.462,13,40,0.325,17,21,0.81,7,36,43,31,11,7,16,29,114,18,regular season
535,535,535,535,Atlanta Hawks,Boston Celtics,L,11/23/2018,240,35,81,0.4320000000000001,6,35,0.171,20,29,0.69,5,35,40,22,9,7,20,26,96,-18,regular season
536,536,536,536,New Orleans Pelicans,New York Knicks,L,11/23/2018,240,40,101,0.396,7,28,0.25,22,29,0.759,20,35,55,26,5,5,14,22,109,-5,regular season
537,537,537,537,New York Knicks,New Orleans Pelicans,W,11/23/2018,240,41,91,0.451,12,33,0.364,20,27,0.741,12,34,46,22,9,10,8,26,114,5,regular season
538,538,538,538,Cleveland Cavaliers,Philadelphia 76ers,W,11/23/2018,240,49,93,0.527,11,22,0.5,12,16,0.75,14,28,42,16,7,1,8,25,121,9,regular season
539,539,539,539,Philadelphia 76ers,Cleveland Cavaliers,L,11/23/2018,240,40,75,0.5329999999999999,12,33,0.364,20,26,0.769,4,27,31,27,5,2,10,20,112,-9,regular season
540,540,540,540,Washington Wizards,Toronto Raptors,L,11/23/2018,240,40,100,0.4,9,46,0.196,18,19,0.9470000000000001,14,30,44,28,8,7,12,16,107,-18,regular season
541,541,541,541,Toronto Raptors,Washington Wizards,W,11/23/2018,240,46,93,0.495,17,39,0.436,16,19,0.8420000000000001,13,37,50,32,5,6,15,23,125,18,regular season
542,542,542,542,Miami Heat,Chicago Bulls,W,11/23/2018,240,37,87,0.425,10,34,0.294,19,31,0.613,10,38,48,20,10,11,14,21,103,7,regular season
543,543,543,543,Chicago Bulls,Miami Heat,L,11/23/2018,240,35,94,0.3720000000000001,7,28,0.25,19,20,0.95,11,40,51,23,8,6,17,23,96,-7,regular season
544,544,544,544,San Antonio Spurs,Indiana Pacers,W,11/23/2018,240,42,83,0.506,10,21,0.47600000000000003,17,24,0.708,9,37,46,28,3,4,15,19,111,11,regular season
545,545,545,545,Indiana Pacers,San Antonio Spurs,L,11/23/2018,240,46,99,0.465,3,24,0.125,5,9,0.556,11,34,45,31,9,2,12,22,100,-11,regular season
546,546,546,546,Charlotte Hornets,Oklahoma City Thunder,L,11/23/2018,240,43,94,0.457,6,31,0.19399999999999998,12,14,0.857,11,35,46,24,8,5,13,21,104,-5,regular season
547,547,547,547,Oklahoma City Thunder,Charlotte Hornets,W,11/23/2018,240,41,93,0.441,11,33,0.33299999999999996,16,24,0.667,11,35,46,24,6,2,14,18,109,5,regular season
548,548,548,548,Phoenix Suns,Milwaukee Bucks,W,11/23/2018,240,45,90,0.5,9,26,0.34600000000000003,17,22,0.773,6,34,40,21,8,4,11,25,116,2,regular season
549,549,549,549,Milwaukee Bucks,Phoenix Suns,L,11/23/2018,240,42,87,0.483,10,44,0.22699999999999998,20,30,0.667,7,36,43,30,6,7,14,17,114,-2,regular season
550,550,550,550,Orlando Magic,Denver Nuggets,L,11/23/2018,240,32,79,0.405,8,32,0.25,15,19,0.789,4,33,37,24,7,2,13,19,87,-25,regular season
551,551,551,551,Denver Nuggets,Orlando Magic,W,11/23/2018,240,44,93,0.473,9,28,0.321,15,17,0.882,12,39,51,33,10,5,11,20,112,25,regular season
552,552,552,552,Portland Trail Blazers,Golden State Warriors,L,11/23/2018,240,38,93,0.409,9,24,0.375,12,22,0.545,12,27,39,22,9,2,13,16,97,-28,regular season
553,553,553,553,Golden State Warriors,Portland Trail Blazers,W,11/23/2018,240,48,85,0.565,17,32,0.531,12,16,0.75,6,37,43,29,11,10,15,22,125,28,regular season
554,554,554,554,Utah Jazz,Los Angeles Lakers,L,11/23/2018,240,33,85,0.38799999999999996,4,23,0.174,13,17,0.765,7,34,41,22,12,3,19,21,83,-7,regular season
555,555,555,555,Los Angeles Lakers,Utah Jazz,W,11/23/2018,240,36,79,0.456,7,23,0.304,11,18,0.611,5,42,47,10,11,5,23,20,90,7,regular season
556,556,556,556,Houston Rockets,Cleveland Cavaliers,L,11/24/2018,240,37,74,0.5,15,39,0.385,19,28,0.679,8,23,31,18,5,4,16,19,108,-9,regular season
557,557,557,557,Cleveland Cavaliers,Houston Rockets,W,11/24/2018,240,44,90,0.489,7,22,0.318,22,29,0.759,20,29,49,15,11,2,13,24,117,9,regular season
558,558,558,558,Chicago Bulls,Minnesota Timberwolves,L,11/24/2018,240,32,81,0.395,10,33,0.303,22,31,0.71,6,34,40,22,7,4,13,19,96,-15,regular season
559,559,559,559,Minnesota Timberwolves,Chicago Bulls,W,11/24/2018,240,42,103,0.408,7,34,0.20600000000000002,20,23,0.87,21,38,59,22,7,5,13,23,111,15,regular season
560,560,560,560,Denver Nuggets,Oklahoma City Thunder,W,11/24/2018,240,39,95,0.41100000000000003,10,30,0.33299999999999996,17,24,0.708,15,39,54,26,6,9,14,20,105,7,regular season
561,561,561,561,Oklahoma City Thunder,Denver Nuggets,L,11/24/2018,240,37,103,0.359,9,39,0.231,15,23,0.652,19,35,54,22,9,5,10,24,98,-7,regular season
562,562,562,562,New Orleans Pelicans,Washington Wizards,L,11/24/2018,240,43,90,0.478,11,31,0.355,17,21,0.81,7,36,43,23,10,3,16,21,114,-10,regular season
563,563,563,563,Washington Wizards,New Orleans Pelicans,W,11/24/2018,240,51,90,0.5670000000000001,10,29,0.345,12,23,0.522,5,40,45,30,12,9,14,16,124,10,regular season
564,564,564,564,Boston Celtics,Dallas Mavericks,L,11/24/2018,240,41,86,0.47700000000000004,10,28,0.35700000000000004,12,13,0.9229999999999999,9,33,42,19,8,3,17,21,104,-9,regular season
565,565,565,565,Dallas Mavericks,Boston Celtics,W,11/24/2018,240,42,87,0.483,16,41,0.39,13,21,0.619,13,30,43,27,12,3,16,16,113,9,regular season
566,566,566,566,Sacramento Kings,Golden State Warriors,L,11/24/2018,240,42,97,0.433,11,28,0.39299999999999996,21,29,0.7240000000000001,13,34,47,28,6,4,8,22,116,-1,regular season
567,567,567,567,Golden State Warriors,Sacramento Kings,W,11/24/2018,240,41,88,0.466,10,34,0.294,25,29,0.862,12,42,54,28,5,6,14,24,117,1,regular season
568,568,568,568,San Antonio Spurs,Milwaukee Bucks,L,11/24/2018,240,49,92,0.5329999999999999,10,21,0.47600000000000003,21,28,0.75,9,30,39,27,8,3,10,21,129,-6,regular season
569,569,569,569,Milwaukee Bucks,San Antonio Spurs,W,11/24/2018,240,49,86,0.57,15,40,0.375,22,29,0.759,6,35,41,30,7,3,13,22,135,6,regular season
